"region","FoodGroup","Year","AggProduction","AggFinalSupply","GDP..BILLIONS.","CODE"
"Niger","Oilseeds and Pulses",2014,206.566543816118,109.17,8.29,"NER"
"Nigeria","Fish and Seafood",2014,11.0309378825184,24.82,594.3,"NGA"
"Nigeria","Fruits and Vegetables",2014,277.578509625553,281.38,594.3,"NGA"
"Nigeria","Dairy and Eggs",2014,12.8719988437965,12.43,594.3,"NGA"
"Nigeria","Oilseeds and Pulses",2014,179.806858799241,61.36,594.3,"NGA"
"Nigeria","Cereals",2014,252.163640154501,293.73,594.3,"NGA"
"Nigeria","Meat",2014,16.1684236375933,17.15,594.3,"NGA"
"Norway","Fruits and Vegetables",2014,78.5056648133995,312.86,511.6,"NOR"
"Norway","Fish and Seafood",2014,1347.12192475308,101.69,511.6,"NOR"
"Norway","Oilseeds and Pulses",2014,58.7469356918248,48.13,511.6,"NOR"
"Norway","Dairy and Eggs",2014,590.115615282745,563.89,511.6,"NOR"
"Norway","Cereals",2014,437.161881814841,246.5,511.6,"NOR"
"Norway","Meat",2014,148.71972008471,146.48,511.6,"NOR"
"Oman","Dairy and Eggs",2014,104.070626182566,240.52,80.54,"OMN"
"Oman","Cereals",2014,18.246148746294,278.16,80.54,"OMN"
"Oman","Oilseeds and Pulses",2014,3.15365533886563,34.97,80.54,"OMN"
"Oman","Fish and Seafood",2014,95.2854434528687,54.62,80.54,"OMN"
"Oman","Fruits and Vegetables",2014,327.304371955126,491.35,80.54,"OMN"
"Oman","Meat",2014,44.6016969353853,106.9,80.54,"OMN"
"Pakistan","Fruits and Vegetables",2014,110.44798558931,92.96,237.5,"PAK"
"Pakistan","Meat",2014,34.3727434334634,36.2,237.5,"PAK"
"Pakistan","Dairy and Eggs",2014,380.724583178895,363.55,237.5,"PAK"
"Pakistan","Oilseeds and Pulses",2014,65.0341595691785,23.15,237.5,"PAK"
"Pakistan","Fish and Seafood",2014,5.80156169572916,3.67,237.5,"PAK"
"Pakistan","Cereals",2014,389.838005154092,281.25,237.5,"PAK"
"Panama","Fruits and Vegetables",2014,348.102546324183,210.91,44.69,"PAN"
"Panama","Dairy and Eggs",2014,117.894449556687,160.26,44.69,"PAN"
"Panama","Fish and Seafood",2014,97.8965744839554,27.7,44.69,"PAN"
"Panama","Cereals",2014,183.933943982919,332.68,44.69,"PAN"
"Panama","Oilseeds and Pulses",2014,49.2970873885951,43.35,44.69,"PAN"
"Panama","Meat",2014,146.030994717159,144.66,44.69,"PAN"
"Paraguay","Cereals",2014,1355.92577653257,204.76,31.3,"PRY"
"Paraguay","Meat",2014,218.289753967328,119.74,31.3,"PRY"
"Paraguay","Dairy and Eggs",2014,182.68707998903,192.26,31.3,"PRY"
"Paraguay","Oilseeds and Pulses",2014,3120.93864866134,52.63,31.3,"PRY"
"Paraguay","Fruits and Vegetables",2014,232.448346321632,242.19,31.3,"PRY"
"Paraguay","Fish and Seafood",2014,6.32325483784451,8.4,31.3,"PRY"
"Peru","Meat",2014,118.062278417407,56.97,208.2,"PER"
"Peru","Dairy and Eggs",2014,134.16168001978,126.01,208.2,"PER"
"Peru","Fish and Seafood",2014,227.321138730145,48.52,208.2,"PER"
"Peru","Oilseeds and Pulses",2014,80.2859671668933,41.93,208.2,"PER"
"Peru","Fruits and Vegetables",2014,547.13846494359,394.67,208.2,"PER"
"Peru","Cereals",2014,302.029597851272,317.11,208.2,"PER"
"Philippines","Meat",2014,64.4784317751888,80.39,284.6,"PHL"
"Philippines","Fruits and Vegetables",2014,410.057193566931,324.87,284.6,"PHL"
"Philippines","Cereals",2014,482.676659141282,438.42,284.6,"PHL"
"Philippines","Dairy and Eggs",2014,8.61036169002381,9.37,284.6,"PHL"
"Philippines","Oilseeds and Pulses",2014,301.335582541745,23.46,284.6,"PHL"
"Philippines","Fish and Seafood",2014,82.7370918369479,59.33,284.6,"PHL"
"Poland","Oilseeds and Pulses",2014,215.584238203737,17.92,552.2,"POL"
"Poland","Meat",2014,246.188054608046,180.38,552.2,"POL"
"Poland","Dairy and Eggs",2014,662.018898514062,377.31,552.2,"POL"
"Poland","Cereals",2014,1521.64080458186,295.02,552.2,"POL"
"Poland","Fruits and Vegetables",2014,484.754925364436,358.59,552.2,"POL"
"Poland","Fish and Seafood",2014,11.8604673691407,21.3,552.2,"POL"
"Portugal","Fruits and Vegetables",2014,729.877528982878,505.7,228.2,"PRT"
"Portugal","Fish and Seafood",2014,34.1340958436278,106.4,228.2,"PRT"
"Portugal","Oilseeds and Pulses",2014,112.851500544239,46.66,228.2,"PRT"
"Portugal","Meat",2014,159.698805554116,204.97,228.2,"PRT"
"Portugal","Dairy and Eggs",2014,383.486117590145,446.91,228.2,"PRT"
"Portugal","Cereals",2014,232.146682446714,266.95,228.2,"PRT"
"Romania","Dairy and Eggs",2014,468.173571179376,518.99,199,"ROU"
"Romania","Cereals",2014,1998.83853706816,316.16,199,"ROU"
"Romania","Fruits and Vegetables",2014,533.82653812426,547.18,199,"ROU"
"Romania","Fish and Seafood",2014,1.35833724713552,11.7,199,"ROU"
"Romania","Oilseeds and Pulses",2014,382.734158334552,38.09,199,"ROU"
"Romania","Meat",2014,117.586727693698,141.58,199,"ROU"
"Rwanda","Oilseeds and Pulses",2014,76.2015003207433,83.63,8,"RWA"
"Rwanda","Cereals",2014,132.513672415986,109.33,8,"RWA"
"Rwanda","Fish and Seafood",2014,4.41985071677781,10.5,8,"RWA"
"Rwanda","Fruits and Vegetables",2014,624.999630987321,589.83,8,"RWA"
"Rwanda","Dairy and Eggs",2014,38.3872219660887,39.63,8,"RWA"
"Rwanda","Meat",2014,18.9071391773273,20.05,8,"RWA"
"Saint Kitts and Nevis","Cereals",2014,0,129.05,0.81,"KNA"
"Saint Kitts and Nevis","Fish and Seafood",2014,625.398365176285,73.91,0.81,"KNA"
"Saint Kitts and Nevis","Fruits and Vegetables",2014,107.211148315935,154.8,0.81,"KNA"
"Saint Kitts and Nevis","Oilseeds and Pulses",2014,107.211148315935,73.15,0.81,"KNA"
"Saint Kitts and Nevis","Dairy and Eggs",2014,0,38.82,0.81,"KNA"
"Saint Kitts and Nevis","Meat",2014,0,178.86,0.81,"KNA"
"Saint Lucia","Meat",2014,45.791727425687,203.49,1.35,"LCA"
"Saint Lucia","Dairy and Eggs",2014,20.3518788558609,67.42,1.35,"LCA"
"Saint Lucia","Oilseeds and Pulses",2014,137.375182277061,38.3,1.35,"LCA"
"Saint Lucia","Fruits and Vegetables",2014,234.0466068424,218.77,1.35,"LCA"
"Saint Lucia","Cereals",2014,0,165.69,1.35,"LCA"
"Saint Lucia","Fish and Seafood",2014,20.3518788558609,67.56,1.35,"LCA"
"Saint Vincent and the Grenadines","Cereals",2014,16.667003490722,236.72,0.75,"VCT"
"Saint Vincent and the Grenadines","Fish and Seafood",2014,650.013136138159,36.6,0.75,"VCT"
"Saint Vincent and the Grenadines","Fruits and Vegetables",2014,1333.36027925776,360.96,0.75,"VCT"
"Saint Vincent and the Grenadines","Dairy and Eggs",2014,33.3340069814441,61.64,0.75,"VCT"
"Saint Vincent and the Grenadines","Oilseeds and Pulses",2014,58.3345122175271,38,0.75,"VCT"
"Saint Vincent and the Grenadines","Meat",2014,8.33350174536101,185.11,0.75,"VCT"
"Samoa","Oilseeds and Pulses",2014,1689.58604723754,355.77,0.83,"WSM"
"Samoa","Fruits and Vegetables",2014,457.792867547602,402.02,0.83,"WSM"
"Samoa","Meat",2014,47.1951409842888,206.47,0.83,"WSM"
"Samoa","Fish and Seafood",2014,70.7927114764333,97.2,0.83,"WSM"
"Samoa","Cereals",2014,0,118.35,0.83,"WSM"
"Samoa","Dairy and Eggs",2014,18.8780563937155,59.56,0.83,"WSM"
"Sao Tome and Principe","Dairy and Eggs",2014,9.26975936238696,24.12,0.36,"STP"
"Sao Tome and Principe","Cereals",2014,9.26975936238696,174.83,0.36,"STP"
"Sao Tome and Principe","Oilseeds and Pulses",2014,621.073877279926,285.42,0.36,"STP"
"Sao Tome and Principe","Fish and Seafood",2014,55.6185561743218,59.9,0.36,"STP"
"Sao Tome and Principe","Fruits and Vegetables",2014,454.218208756961,443.83,0.36,"STP"
"Sao Tome and Principe","Meat",2014,4.63487968119348,31.51,0.36,"STP"
"Saudi Arabia","Cereals",2014,88.1462948707167,358.47,777.9,"SAU"
"Saudi Arabia","Meat",2014,58.6566056746214,122.91,777.9,"SAU"
"Saudi Arabia","Oilseeds and Pulses",2014,9.33106583518239,55.14,777.9,"SAU"
"Saudi Arabia","Fruits and Vegetables",2014,165.288974369756,266.61,777.9,"SAU"
"Saudi Arabia","Fish and Seafood",2014,5.45779322435197,24.75,777.9,"SAU"
"Saudi Arabia","Dairy and Eggs",2014,145.130351008843,134.88,777.9,"SAU"
"Senegal","Cereals",2014,160.128289478326,425.39,15.88,"SEN"
"Senegal","Fish and Seafood",2014,58.8801064428695,41.87,15.88,"SEN"
"Senegal","Fruits and Vegetables",2014,141.504255809983,161.8,15.88,"SEN"
"Senegal","Oilseeds and Pulses",2014,134.976244008708,61.24,15.88,"SEN"
"Senegal","Meat",2014,30.0800543784225,32.26,15.88,"SEN"
"Senegal","Dairy and Eggs",2014,22.0800399160761,24.81,15.88,"SEN"
"Serbia","Cereals",2014,2218.54455013267,288.77,42.65,"SRB"
"Serbia","Meat",2014,119.791822361375,125.44,42.65,"SRB"
"Serbia","Oilseeds and Pulses",2014,296.268115559282,29.94,42.65,"SRB"
"Serbia","Fruits and Vegetables",2014,464.996171736367,364.07,42.65,"SRB"
"Serbia","Dairy and Eggs",2014,348.160913501358,349.36,42.65,"SRB"
"Serbia","Fish and Seafood",2014,2.24291071655341,13.3,42.65,"SRB"
"Sierra Leone","Fish and Seafood",2014,53.2638207819414,57.96,5.41,"SLE"
"Sierra Leone","Oilseeds and Pulses",2014,122.170656890618,61.95,5.41,"SLE"
"Sierra Leone","Dairy and Eggs",2014,46.2826403881918,49.62,5.41,"SLE"
"Sierra Leone","Fruits and Vegetables",2014,154.749498728116,160.07,5.41,"SLE"
"Sierra Leone","Meat",2014,13.5745174322909,18.93,5.41,"SLE"
"Sierra Leone","Cereals",2014,338.199405741647,418.12,5.41,"SLE"
"Slovakia","Fish and Seafood",2014,1.00263594164456,16.89,99.75,"SVK"
"Slovakia","Cereals",2014,1575.64238229443,257.97,99.75,"SVK"
"Slovakia","Dairy and Eggs",2014,351.089685565871,311.62,99.75,"SVK"
"Slovakia","Oilseeds and Pulses",2014,274.889354000884,28.35,99.75,"SVK"
"Slovakia","Fruits and Vegetables",2014,68.5134560123784,217.05,99.75,"SVK"
"Slovakia","Meat",2014,60.9936864500442,124.11,99.75,"SVK"
"Slovenia","Fish and Seafood",2014,1.31635703195662,22.35,49.93,"SVN"
"Slovenia","Meat",2014,136.023559968851,177.08,49.93,"SVN"
"Slovenia","Oilseeds and Pulses",2014,28.082283348408,31.16,49.93,"SVN"
"Slovenia","Dairy and Eggs",2014,576.125594319682,484.91,49.93,"SVN"
"Slovenia","Fruits and Vegetables",2014,268.97562019647,398.71,49.93,"SVN"
"Slovenia","Cereals",2014,573.05409457845,293.92,49.93,"SVN"
"Solomon Islands","Meat",2014,10.8167455883355,25.98,1.16,"SLB"
"Solomon Islands","Fruits and Vegetables",2014,111.257954622879,123.99,1.16,"SLB"
"Solomon Islands","Dairy and Eggs",2014,12.3619949580977,14.48,1.16,"SLB"
"Solomon Islands","Oilseeds and Pulses",2014,2144.80612522995,163.64,1.16,"SLB"
"Solomon Islands","Fish and Seafood",2014,264.237642229338,74.49,1.16,"SLB"
"Solomon Islands","Cereals",2014,9.27149621857328,244.86,1.16,"SLB"
"South Africa","Dairy and Eggs",2014,126.470568909356,113.8,341.2,"ZAF"
"South Africa","Oilseeds and Pulses",2014,90.4454173762595,34.84,341.2,"ZAF"
"South Africa","Fish and Seafood",2014,20.6071850182393,14.39,341.2,"ZAF"
"South Africa","Fruits and Vegetables",2014,321.798075652054,140.21,341.2,"ZAF"
"South Africa","Cereals",2014,557.042647805385,378.24,341.2,"ZAF"
"South Africa","Meat",2014,116.142028234355,132.42,341.2,"ZAF"
"Spain","Dairy and Eggs",2014,338.900371927531,340.11,1400,"ESP"
"Spain","Cereals",2014,800.212139998499,227.92,1400,"ESP"
"Spain","Meat",2014,249.283283591215,201.91,1400,"ESP"
"Spain","Fish and Seafood",2014,52.5756170698447,88.19,1400,"ESP"
"Spain","Fruits and Vegetables",2014,1244.80676239842,423.95,1400,"ESP"
"Spain","Oilseeds and Pulses",2014,245.385202060031,84.18,1400,"ESP"
"Sri Lanka","Fish and Seafood",2014,49.0499771267878,61.31,71.57,"LKA"
"Sri Lanka","Cereals",2014,316.424718991404,432.17,71.57,"LKA"
"Sri Lanka","Dairy and Eggs",2014,33.1218261914875,25.99,71.57,"LKA"
"Sri Lanka","Fruits and Vegetables",2014,158.234178880545,169.53,71.57,"LKA"
"Sri Lanka","Meat",2014,16.5827324805866,16.21,71.57,"LKA"
"Sri Lanka","Oilseeds and Pulses",2014,269.513041579219,168.76,71.57,"LKA"
"Sudan","Fruits and Vegetables",2014,303.178106596906,302.08,70.03,"SDN"
"Sudan","Fish and Seafood",2014,1.69600106904982,2.02,70.03,"SDN"
"Sudan","Meat",2014,51.1189054615017,54.86,70.03,"SDN"
"Sudan","Dairy and Eggs",2014,212.334556377238,225.37,70.03,"SDN"
"Sudan","Cereals",2014,385.255003403317,253.57,70.03,"SDN"
"Sudan","Oilseeds and Pulses",2014,163.843258205813,54.56,70.03,"SDN"
"Suriname","Fish and Seafood",2014,132.813969671227,34.43,5.27,"SUR"
"Suriname","Cereals",2014,905.102608129846,322.63,5.27,"SUR"
"Suriname","Dairy and Eggs",2014,26.2348582066622,35.44,5.27,"SUR"
"Suriname","Fruits and Vegetables",2014,514.859092305746,327.69,5.27,"SUR"
"Suriname","Meat",2014,42.6316445858261,101.46,5.27,"SUR"
"Suriname","Oilseeds and Pulses",2014,52.4697164133244,52.27,5.27,"SUR"
"Sweden","Fish and Seafood",2014,37.908068195536,70.1,559.1,"SWE"
"Sweden","Dairy and Eggs",2014,594.454669407034,716.24,559.1,"SWE"
"Sweden","Meat",2014,130.572234895735,178.87,559.1,"SWE"
"Sweden","Oilseeds and Pulses",2014,96.3145732671766,25.32,559.1,"SWE"
"Sweden","Fruits and Vegetables",2014,77.5009394219846,313.51,559.1,"SWE"
"Sweden","Cereals",2014,1081.08194483566,201.34,559.1,"SWE"
"Switzerland","Fish and Seafood",2014,0.884411406288082,33.87,679,"CHE"
"Switzerland","Fruits and Vegetables",2014,190.811760906654,350.06,679,"CHE"
"Switzerland","Cereals",2014,219.776234462588,209.1,679,"CHE"
"Switzerland","Dairy and Eggs",2014,959.586375822569,685.87,679,"CHE"
"Switzerland","Meat",2014,137.083767974653,163.03,679,"CHE"
"Switzerland","Oilseeds and Pulses",2014,41.6778875213259,52.06,679,"CHE"
"Tajikistan","Fruits and Vegetables",2014,599.526100743624,433.97,9.16,"TJK"
"Tajikistan","Dairy and Eggs",2014,206.217632012292,113.16,9.16,"TJK"
"Tajikistan","Meat",2014,26.3817866113806,35.69,9.16,"TJK"
"Tajikistan","Cereals",2014,276.459138865092,297.67,9.16,"TJK"
"Tajikistan","Fish and Seafood",2014,0.43969644352301,1.21,9.16,"TJK"
"Tajikistan","Oilseeds and Pulses",2014,70.0216586310393,23.55,9.16,"TJK"
"Thailand","Dairy and Eggs",2014,58.2311001442896,54.75,373.8,"THA"
"Thailand","Cereals",2014,1012.50269825209,392.02,373.8,"THA"
"Thailand","Meat",2014,79.5723410348669,61.79,373.8,"THA"
"Thailand","Oilseeds and Pulses",2014,434.711798140673,49.42,373.8,"THA"
"Thailand","Fish and Seafood",2014,68.371503424595,47.49,373.8,"THA"
"Thailand","Fruits and Vegetables",2014,369.481831418604,258.69,373.8,"THA"
"Timor-Leste","Oilseeds and Pulses",2014,40.1706675295701,32.48,4.51,"TLS"
"Timor-Leste","Meat",2014,56.3934371088195,66.96,4.51,"TLS"
"Timor-Leste","Cereals",2014,295.099903774918,413.04,4.51,"TLS"
"Timor-Leste","Dairy and Eggs",2014,10.8151797194996,6.3,4.51,"TLS"
"Timor-Leste","Fish and Seafood",2014,7.72512837107116,13.92,4.51,"TLS"
"Timor-Leste","Fruits and Vegetables",2014,73.3887195251761,80.51,4.51,"TLS"
"Togo","Cereals",2014,333.363162650602,309.55,4.84,"TGO"
"Togo","Fish and Seafood",2014,4.95660058840011,21.11,4.84,"TGO"
"Togo","Fruits and Vegetables",2014,53.5058678901653,57.24,4.84,"TGO"
"Togo","Dairy and Eggs",2014,23.3849873914262,17.22,4.84,"TGO"
"Togo","Meat",2014,19.445125385262,27.03,4.84,"TGO"
"Togo","Oilseeds and Pulses",2014,130.269630848977,53.09,4.84,"TGO"
"Trinidad and Tobago","Dairy and Eggs",2014,9.32256028186589,69.92,29.63,"TTO"
"Trinidad and Tobago","Cereals",2014,14.6497375857893,257.64,29.63,"TTO"
"Trinidad and Tobago","Oilseeds and Pulses",2014,40.6197269424157,75.23,29.63,"TTO"
"Trinidad and Tobago","Fish and Seafood",2014,17.3133262377509,46.74,29.63,"TTO"
"Trinidad and Tobago","Fruits and Vegetables",2014,109.873031893419,183.41,29.63,"TTO"
"Trinidad and Tobago","Meat",2014,94.5573971446398,151.06,29.63,"TTO"
"Tunisia","Dairy and Eggs",2014,237.964682008822,240.81,49.12,"TUN"
"Tunisia","Cereals",2014,385.483104797888,420.98,49.12,"TUN"
"Tunisia","Meat",2014,64.2061840154747,64.32,49.12,"TUN"
"Tunisia","Fish and Seafood",2014,20.2540580483043,27.6,49.12,"TUN"
"Tunisia","Fruits and Vegetables",2014,795.32027939475,738.41,49.12,"TUN"
"Tunisia","Oilseeds and Pulses",2014,124.148355810254,75.9,49.12,"TUN"
"Turkey","Dairy and Eggs",2014,465.19078869848,388.44,813.3,"TUR"
"Turkey","Fish and Seafood",2014,12.5924075926663,10.15,813.3,"TUR"
"Turkey","Cereals",2014,769.017861818176,386.21,813.3,"TUR"
"Turkey","Oilseeds and Pulses",2014,194.289572371922,76.59,813.3,"TUR"
"Turkey","Fruits and Vegetables",2014,1000.75575079963,712.93,813.3,"TUR"
"Turkey","Meat",2014,81.5217431838658,78.11,813.3,"TUR"
"Turkmenistan","Fruits and Vegetables",2014,446.096975484466,421.34,43.5,"TKM"
"Turkmenistan","Fish and Seafood",2014,4.97876088710341,7.28,43.5,"TKM"
"Turkmenistan","Dairy and Eggs",2014,715.779856869234,283.54,43.5,"TKM"
"Turkmenistan","Meat",2014,119.490261290482,129.29,43.5,"TKM"
"Turkmenistan","Oilseeds and Pulses",2014,159.984183172256,20.2,43.5,"TKM"
"Turkmenistan","Cereals",2014,468.003523387721,412.59,43.5,"TKM"
"Uganda","Cereals",2014,176.022525487978,150.38,26.09,"UGA"
"Uganda","Meat",2014,24.7247501592999,26,26.09,"UGA"
"Uganda","Dairy and Eggs",2014,74.1742504778996,76.27,26.09,"UGA"
"Uganda","Fish and Seafood",2014,28.1164156881104,28.87,26.09,"UGA"
"Uganda","Fruits and Vegetables",2014,315.474048752259,308.41,26.09,"UGA"
"Uganda","Oilseeds and Pulses",2014,100.693142547367,82.76,26.09,"UGA"
"Ukraine","Oilseeds and Pulses",2014,879.704320048555,31.72,134.9,"UKR"
"Ukraine","Cereals",2014,2551.01181427453,255.45,134.9,"UKR"
"Ukraine","Dairy and Eggs",2014,495.787639878319,324.73,134.9,"UKR"
"Ukraine","Meat",2014,106.240208545354,109.3,134.9,"UKR"
"Ukraine","Fruits and Vegetables",2014,515.334390343223,464.83,134.9,"UKR"
"Ukraine","Fish and Seafood",2014,6.71668174411287,25.32,134.9,"UKR"
"United Arab Emirates","Cereals",2014,0.590732534780669,324.32,416.4,"ARE"
"United Arab Emirates","Dairy and Eggs",2014,40.0713569426221,102.3,416.4,"ARE"
"United Arab Emirates","Oilseeds and Pulses",2014,43.5172967288426,98.27,416.4,"ARE"
"United Arab Emirates","Fish and Seafood",2014,14.2760362571995,50.89,416.4,"ARE"
"United Arab Emirates","Fruits and Vegetables",2014,142.071174614751,413.74,416.4,"ARE"
"United Arab Emirates","Meat",2014,33.1794773701809,134.47,416.4,"ARE"
"United Kingdom","Oilseeds and Pulses",2014,105.398833973653,36.26,2848,"GBR"
"United Kingdom","Cereals",2014,679.622109027323,236.67,2848,"GBR"
"United Kingdom","Dairy and Eggs",2014,439.60784547648,475.06,2848,"GBR"
"United Kingdom","Fish and Seafood",2014,23.3372237307799,40.25,2848,"GBR"
"United Kingdom","Fruits and Vegetables",2014,95.5120600461152,343.81,2848,"GBR"
"United Kingdom","Meat",2014,117.448773024186,160.56,2848,"GBR"
"Uruguay","Dairy and Eggs",2014,1225.07484913717,441.35,55.6,"URY"
"Uruguay","Fish and Seafood",2014,34.6819970356777,18.43,55.6,"URY"
"Uruguay","Fruits and Vegetables",2014,351.622093023256,271.66,55.6,"URY"
"Uruguay","Cereals",2014,2144.14777058263,308.03,55.6,"URY"
"Uruguay","Meat",2014,389.505505169919,130.91,55.6,"URY"
"Uruguay","Oilseeds and Pulses",2014,1714.89136111797,40.15,55.6,"URY"
"Uzbekistan","Cereals",2014,470.551835758366,381.56,63.08,"UZB"
"Uzbekistan","Dairy and Eggs",2014,519.986314511843,432.62,63.08,"UZB"
"Uzbekistan","Fish and Seafood",2014,2.74304707196615,3.83,63.08,"UZB"
"Uzbekistan","Fruits and Vegetables",2014,889.522460272152,777.92,63.08,"UZB"
"Uzbekistan","Meat",2014,73.8535608397841,78.25,63.08,"UZB"
"Uzbekistan","Oilseeds and Pulses",2014,143.264578052145,26.75,63.08,"UZB"
"Vanuatu","Fish and Seafood",2014,395.340009094699,61.47,0.82,"VUT"
"Vanuatu","Fruits and Vegetables",2014,240.641744666338,262.66,0.82,"VUT"
"Vanuatu","Meat",2014,61.8793057713441,83.78,0.82,"VUT"
"Vanuatu","Oilseeds and Pulses",2014,2372.04005456819,327.17,0.82,"VUT"
"Vanuatu","Cereals",2014,6.87547841903824,168.85,0.82,"VUT"
"Vanuatu","Dairy and Eggs",2014,27.5019136761529,40.5,0.82,"VUT"
"Yemen","Cereals",2014,49.1823142418008,338.42,45.45,"YEM"
"Yemen","Dairy and Eggs",2014,32.2495460528379,35.28,45.45,"YEM"
"Yemen","Fish and Seafood",2014,15.4221685372504,10.91,45.45,"YEM"
"Yemen","Fruits and Vegetables",2014,121.972139319666,136.17,45.45,"YEM"
"Yemen","Meat",2014,35.3058755807213,45.87,45.45,"YEM"
"Yemen","Oilseeds and Pulses",2014,10.2580255418613,24.77,45.45,"YEM"
"Zambia","Cereals",2014,432.038020648333,290.95,25.61,"ZMB"
"Zambia","Dairy and Eggs",2014,55.0798403744467,31.86,25.61,"ZMB"
"Zambia","Fish and Seafood",2014,11.7817840373148,21.14,25.61,"ZMB"
"Zambia","Fruits and Vegetables",2014,62.6790910785147,69.49,25.61,"ZMB"
"Zambia","Meat",2014,44.3584169004902,31.49,25.61,"ZMB"
"Zambia","Oilseeds and Pulses",2014,63.2681802803804,38.67,25.61,"ZMB"
"Zimbabwe","Cereals",2014,165.589668138939,304.48,13.74,"ZWE"
"Zimbabwe","Dairy and Eggs",2014,60.2933348102668,65.19,13.74,"ZWE"
"Zimbabwe","Fish and Seafood",2014,3.33850137376893,6.79,13.74,"ZWE"
"Zimbabwe","Fruits and Vegetables",2014,67.2374176677062,63.38,13.74,"ZWE"
"Zimbabwe","Meat",2014,35.2545745069999,39.21,13.74,"ZWE"
"Zimbabwe","Oilseeds and Pulses",2014,44.0682181337498,36.22,13.74,"ZWE"
